Name,Points,Tags,Status,Pomos (25 mins),Do Date,Related To,Relates,Source,Created Time,Last edited time,Problem Statement,Day Completed,Pattern
Find XOR Sum of All Pairs Bitwise AND - LeetCode,1800,,done,,,,,https://leetcode.com/problems/find-xor-sum-of-all-pairs-bitwise-and/,"Apr 17, 2021 10:34 PM","Apr 17, 2021 10:35 PM",,https://www.notion.so/18-April-21-daf97facd99747cf98fad04b29f42a7e,../Bits%20e38c7329b88e4b65ac64bfc4a9ffc7ed.md
A - God Sequence,1000,,done,,,,,https://atcoder.jp/contests/arc117/tasks/arc117_a,"Apr 20, 2021 8:30 AM","Apr 20, 2021 8:32 AM",,https://www.notion.so/21-April-21-5356657b3a114ca1806b086f4b095f3d,
Smallest Subtree with all the Deepest Nodes - LeetCode,1500,,done,,,,,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,"Apr 21, 2021 7:38 AM","Apr 21, 2021 7:38 AM",,https://www.notion.so/22-April-21-649790f6bd1d4574a5ba904dbf390bf0,
Minimum Cost to Hire K Workers - LeetCode,,,done,,,,,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,"Apr 22, 2021 10:54 PM","Apr 22, 2021 10:55 PM",,https://www.notion.so/23-April-21-330de5282c834e0d8c72305913aa9a52,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
C - IPFL,,,done,,,,,https://atcoder.jp/contests/abc199/tasks/abc199_c,"Apr 23, 2021 10:45 PM","Apr 23, 2021 10:45 PM",,https://www.notion.so/24-April-21-4a1bd1a8c7104edfb878dfd236b9b2b2,
Longest Substring Of All Vowels in Order - LeetCode,1500,,done,,,,,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order/,"Apr 27, 2021 7:31 AM","Apr 27, 2021 7:50 AM",,https://www.notion.so/25-April-21-05fc8c658db34203ba20cd41c1899919,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Frequency of the Most Frequent Element - LeetCode,1600,,done,,"Apr 29, 2021",,,https://leetcode.com/problems/frequency-of-the-most-frequent-element/,"Apr 27, 2021 7:51 AM","Apr 29, 2021 8:21 AM",,https://www.notion.so/30-April-21-cdb6169a08bf4686a2dad950f86feceb,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Sliding%20Window%2057edd445fc8d49ac98bcd1076bcdd3aa.md"
B - ARC Wrecker,1700,,waiting,2,,,,https://atcoder.jp/contests/arc117/tasks/arc117_b,"Apr 29, 2021 8:21 AM","May 23, 2021 8:53 AM",,,../Permutations%20&%20Combinations%20d7a234449f1f480381c2c07923ae371f.md
Minimum Adjacent Swaps to Reach the Kth Smallest Number - LeetCode,1500,,done,,,,,https://leetcode.com/problems/minimum-adjacent-swaps-to-reach-the-kth-smallest-number/,"May 02, 2021 9:45 AM","May 04, 2021 9:07 AM",,https://www.notion.so/5-May-21-Wednesday-09a2f79e5c0b4ae1b828890e885d3cf9,../String%20Sort%208b1d83e8165540abbba208eb208ec5a0.md
C - MAD TEAM,1700,,waiting,,,,,https://atcoder.jp/contests/zone2021/tasks/zone2021_c,"May 04, 2021 9:49 AM","May 23, 2021 8:53 AM",,,../Min%20Max%20Optimisation%2098746a79b93f44a4bb3dc286b42fb483.md
VERY HARD Puzzle: What Is The Distance Between Two Random Points In A Square? - YouTube - MindYourDecisions,1600,,progress,,,,,https://www.youtube.com/watch?v=i4VqXRRXi68,"May 04, 2021 10:18 PM","May 06, 2021 9:35 AM",,,../Probability%20ab40acf93bd848578d3792035d39e887.md
Default,,,not started,,,,,,"May 06, 2021 10:34 PM","May 19, 2021 9:38 AM",,,
Implement set.lower_bound,,,waiting,,,,,,"May 06, 2021 10:34 PM","May 23, 2021 8:53 AM",,,
D - Happy Birthday! 2,1700,,done,,,,,https://atcoder.jp/contests/abc200/tasks/abc200_d,"May 09, 2021 9:12 AM","May 23, 2021 8:54 AM",,,"../Subsequence%20b6a8b66f0aa2458d8b913e5fb9c95c61.md, ../Pegionhole%20Principle%2096880eceeef84601938daa9a874f5e34.md"
E - Patisserie ABC 2,1800,,waiting,,,,,https://atcoder.jp/contests/abc200/tasks/abc200_e,"May 09, 2021 9:29 AM","May 23, 2021 8:53 AM",,,
Closest Room - LeetCode,2000,,waiting,,,,,https://leetcode.com/problems/closest-room/,"May 11, 2021 8:50 AM","May 23, 2021 8:53 AM",,,
Remove Duplicate Letters,1600,,done,,,,,https://leetcode.com/problems/remove-duplicate-letters/,"May 11, 2021 9:30 AM","May 23, 2021 8:52 AM",,,../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md
Minimum Number of Swaps to Make the Binary String Alternating - LeetCode,1500,,done,2,,,,https://leetcode.com/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating/,"May 16, 2021 9:23 AM","May 16, 2021 9:30 AM",,https://www.notion.so/17-May-21-Monday-e59b42d68145406195040c6d206d286b,"../String%2031fee88325084b2db1f8d82cce81360c.md, ../Construction%20baf5eaaa0bc4494fa78ad7ee1cd5efda.md"
Finding Pairs With a Certain Sum - LeetCode,1500,,done,1,,,,https://leetcode.com/problems/finding-pairs-with-a-certain-sum/,"May 16, 2021 9:31 AM","May 16, 2021 9:32 AM",,https://www.notion.so/17-May-21-Monday-e59b42d68145406195040c6d206d286b,../Hashing%20dc1f706a2c0b4b5eb6ee200a3ab1ae98.md
D - Game in Momotetsu World,1800,,waiting,,,,,https://atcoder.jp/contests/abc201/tasks/abc201_d,"May 19, 2021 8:59 AM","May 23, 2021 8:53 AM",,,"../Game%2057daa1c1ff304788a98330e9b7ded48c.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
Longest Sequence of words,,google,waiting,,"Apr 02, 2021",,,https://leetcode.com/discuss/interview-question/1138514/google-bangalore-onsite-backed-engineer-rejected,"May 19, 2021 9:36 AM","May 23, 2021 8:53 AM",,,../Dp%2071e29475df134130a63445f5437e90ee.md
Rotating the Box - LeetCode,1500,,ok,,,,,https://leetcode.com/problems/rotating-the-box/,"May 19, 2021 10:05 AM","May 31, 2021 9:50 AM",,,"../Greedy%20ea1f204b1d0b40e89fdb87f6dc8055d3.md, ../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Rearrange%20aa0f5fc6b69d46c2b136548102c6f0d4.md"
Who wins,1600,,waiting,,,,,"snehith ","May 20, 2021 9:51 AM","May 20, 2021 9:56 AM",,,../Game%2057daa1c1ff304788a98330e9b7ded48c.md
Sort List - LeetCode,1500,,done,,,,,https://leetcode.com/problems/sort-list/,"May 20, 2021 9:57 AM","May 20, 2021 10:00 AM",,,"../Sorting%20Algorithms%205c0a4b35496f4ead9e9b40f16582d479.md, ../Divide%20and%20Conquer%2049f51e54b0a542ebbcd5ea22a2b7c6b9.md"
Jump Game VII - LeetCode,1700,,ok,,,,,https://leetcode.com/problems/jump-game-vii/,"May 25, 2021 9:19 AM","May 31, 2021 9:49 AM",,https://www.notion.so/1-June-21-Tuesday-ffcc3cd580b9487598bde6a4408597cf,"../BFS%2064f502c16c04413cb7e65786ad3a4f0d.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
3 different types of tickets,1500,"interview, mathisys",done,,"Dec 07, 2020",,,,"May 27, 2021 4:09 PM","May 27, 2021 4:09 PM",You have 3 types of tickets. First one costs 2 rupees for one day. Second one is 3 rupees for 2 days. Third one is 7 rupees for 7 days. You are given a boolean array which denotes whether the person will use the ticket or not on that particular day. What is the minimum cost required for all the days?,,"../Array%20af1fbf6be3da4abfadba9d43c8017242.md, ../Dp%2071e29475df134130a63445f5437e90ee.md"
